PULocationID,hour,dow,is_weekend,lag_1,lag_24,ma_3,ma_24,predict_hour,pred_rides,LocationID,Borough,Zone,rank_overall
19,0,4,0,2.0,5.0,3.333333333333333,4.5,2025-08-01,0.014982121,19.0,Queens,Bellerose,221
101,0,4,0,2.0,2.0,2.6666666666666665,4.375,2025-08-01,0.01450784,101.0,Queens,Glen Oaks,222
150,0,4,0,1.0,9.0,2.6666666666666665,5.125,2025-08-01,0.014462613,150.0,Brooklyn,Manhattan Beach,223
115,0,4,0,1.0,6.0,2.0,4.708333333333333,2025-08-01,0.014425551,115.0,Staten Island,Grymes Hill/Clifton,224
240,0,4,0,1.0,9.0,2.333333333333333,4.166666666666667,2025-08-01,0.014238445,240.0,Bronx,Van Cortlandt Park,225
93,0,4,0,1.0,1.0,3.0,3.0,2025-08-01,0.014193306,93.0,Queens,Flushing Meadows-Corona Park,226
109,0,4,0,2.0,6.0,2.0,4.041666666666667,2025-08-01,0.013757949,109.0,Staten Island,Great Kills,227
54,0,4,0,1.0,3.0,2.333333333333333,2.875,2025-08-01,0.0136054205,54.0,Brooklyn,Columbia Street,228
128,0,4,0,3.0,1.0,2.333333333333333,1.9583333333333333,2025-08-01,0.01325933,128.0,Manhattan,Inwood Hill Park,229
96,0,4,0,3.0,1.0,2.6666666666666665,1.7083333333333333,2025-08-01,0.013204362,96.0,Queens,Forest Park/Highland Park,230
15,0,4,0,1.0,1.0,2.333333333333333,3.2916666666666665,2025-08-01,0.012906205,15.0,Queens,Bay Terrace/Fort Totten,231
187,0,4,0,1.0,4.0,1.3333333333333333,3.583333333333333,2025-08-01,0.012740603,187.0,Staten Island,Port Richmond,232
207,0,4,0,1.0,1.0,1.3333333333333333,1.875,2025-08-01,0.0126533,207.0,Queens,Saint Michaels Cemetery/Woodside,233
84,0,4,0,2.0,2.0,1.6666666666666667,2.4166666666666665,2025-08-01,0.012392048,84.0,Staten Island,Eltingville/Annadale/Prince's Bay,234
204,0,4,0,1.0,6.0,1.6666666666666667,1.7916666666666667,2025-08-01,0.012342358,204.0,Staten Island,Rossville/Woodrow,235
31,0,4,0,2.0,1.0,1.3333333333333333,2.7916666666666665,2025-08-01,0.012192401,31.0,Bronx,Bronx Park,236
176,0,4,0,1.0,3.0,1.6666666666666667,2.375,2025-08-01,0.0121490555,176.0,Staten Island,Oakwood,237
190,0,4,0,1.0,4.0,1.3333333333333333,2.708333333333333,2025-08-01,0.012060962,190.0,Brooklyn,Prospect Park,238
44,0,4,0,1.0,2.0,2.6666666666666665,2.458333333333333,2025-08-01,0.011699666,44.0,Staten Island,Charleston/Tottenville,239
58,0,4,0,1.0,3.0,1.3333333333333333,2.375,2025-08-01,0.011282641,58.0,Bronx,Country Club,240
34,0,4,0,1.0,7.0,1.3333333333333333,4.041666666666667,2025-08-01,0.011057437,34.0,Brooklyn,Brooklyn Navy Yard,241
184,0,4,0,1.0,1.0,1.3333333333333333,1.8333333333333333,2025-08-01,0.010714794,184.0,Bronx,Pelham Bay Park,242
30,0,4,0,2.0,1.0,2.333333333333333,1.5,2025-08-01,0.010701211,30.0,Queens,Broad Channel,243
5,0,4,0,1.0,2.0,1.3333333333333333,1.5416666666666667,2025-08-01,0.010650118,5.0,Staten Island,Arden Heights,244
120,0,4,0,1.0,1.0,1.3333333333333333,1.25,2025-08-01,0.009924298,120.0,Manhattan,Highbridge Park,245
12,0,4,0,1.0,1.0,1.3333333333333333,2.0,2025-08-01,0.009886234,12.0,Manhattan,Battery Park,246
27,0,4,0,2.0,1.0,1.3333333333333333,1.4583333333333333,2025-08-01,0.0097185625,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,247
57,0,4,0,1.0,3.0,1.0,1.4583333333333333,2025-08-01,0.009543809,,,,248
99,0,4,0,1.0,2.0,1.0,1.1666666666666667,2025-08-01,0.0093575055,99.0,Staten Island,Freshkills Park,249
111,0,4,0,1.0,1.0,1.0,1.2083333333333333,2025-08-01,0.009318327,111.0,Brooklyn,Green-Wood Cemetery,250
154,0,4,0,1.0,1.0,1.0,1.3333333333333333,2025-08-01,0.009298251,154.0,Brooklyn,Marine Park/Floyd Bennett Field,251
253,0,4,0,1.0,1.0,1.0,1.2083333333333333,2025-08-01,0.009179977,253.0,Queens,Willets Point,252
46,0,4,0,1.0,1.0,1.6666666666666667,1.3333333333333333,2025-08-01,0.009162633,46.0,Bronx,City Island,253
194,0,4,0,1.0,1.0,1.0,1.2916666666666667,2025-08-01,0.009149396,194.0,Manhattan,Randalls Island,254
265,0,4,0,1.0,1.0,1.0,1.0833333333333333,2025-08-01,0.009057086,,,,255
59,0,4,0,1.0,1.0,1.0,1.4583333333333333,2025-08-01,0.008869441,59.0,Bronx,Crotona Park,256
8,0,4,0,1.0,1.0,1.0,1.125,2025-08-01,0.008516402,8.0,Queens,Astoria Park,257
