PULocationID,hour,dow,is_weekend,lag_1,lag_24,ma_3,ma_24,predict_hour,pred_rides,LocationID,Borough,Zone,rank_overall
158,0,4,0,24.0,28.0,34.666666666666664,22.416666666666668,2025-08-01,0.1483901,158.0,Manhattan,Meatpacking/West Village West,44
39,0,4,0,22.0,34.0,27.0,33.208333333333336,2025-08-01,0.14648649,39.0,Brooklyn,Canarsie,45
74,0,4,0,27.0,21.0,32.0,28.58333333333333,2025-08-01,0.14581129,74.0,Manhattan,East Harlem North,46
90,0,4,0,31.0,18.0,33.333333333333336,28.5,2025-08-01,0.14305526,90.0,Manhattan,Flatiron,47
100,0,4,0,28.0,16.0,40.0,25.45833333333333,2025-08-01,0.14251448,100.0,Manhattan,Garment District,48
13,0,4,0,24.0,19.0,42.0,24.33333333333333,2025-08-01,0.14065835,13.0,Manhattan,Battery Park City,49
229,0,4,0,30.0,18.0,30.0,24.375,2025-08-01,0.14061365,229.0,Manhattan,Sutton Place/Turtle Bay North,50
211,0,4,0,31.0,19.0,33.333333333333336,23.125,2025-08-01,0.13977338,211.0,Manhattan,SoHo,51
41,0,4,0,28.0,23.0,27.0,26.83333333333333,2025-08-01,0.13441774,41.0,Manhattan,Central Harlem,52
129,0,4,0,23.0,20.0,29.666666666666668,29.95833333333333,2025-08-01,0.13266632,129.0,Queens,Jackson Heights,53
168,0,4,0,23.0,20.0,27.33333333333333,28.875,2025-08-01,0.1302429,168.0,Bronx,Mott Haven/Port Morris,54
25,0,4,0,27.0,15.0,31.33333333333333,24.70833333333333,2025-08-01,0.12534009,25.0,Brooklyn,Boerum Hill,55
69,0,4,0,28.0,18.0,21.33333333333333,22.25,2025-08-01,0.12359514,69.0,Bronx,East Concourse/Concourse Village,56
247,0,4,0,17.0,32.0,22.666666666666668,23.25,2025-08-01,0.121099256,247.0,Bronx,West Concourse,57
92,0,4,0,23.0,14.0,33.666666666666664,27.041666666666668,2025-08-01,0.117913075,92.0,Queens,Flushing,58
75,0,4,0,29.0,10.0,27.33333333333333,27.291666666666668,2025-08-01,0.11787575,75.0,Manhattan,East Harlem South,59
95,0,4,0,30.0,6.0,28.666666666666668,33.166666666666664,2025-08-01,0.116072714,95.0,Queens,Forest Hills,60
137,0,4,0,27.0,13.0,25.666666666666668,22.33333333333333,2025-08-01,0.11504524,137.0,Manhattan,Kips Bay,61
35,0,4,0,25.0,12.0,30.666666666666668,25.70833333333333,2025-08-01,0.1109299,35.0,Brooklyn,Brownsville,62
226,0,4,0,28.0,9.0,25.0,27.45833333333333,2025-08-01,0.10908297,226.0,Queens,Sunnyside,63
113,0,4,0,18.0,16.0,27.666666666666668,22.33333333333333,2025-08-01,0.107391745,113.0,Manhattan,Greenwich Village North,64
62,0,4,0,28.0,13.0,23.33333333333333,17.041666666666668,2025-08-01,0.107127555,62.0,Brooklyn,Crown Heights South,65
260,0,4,0,23.0,12.0,21.666666666666668,20.58333333333333,2025-08-01,0.10698293,260.0,Queens,Woodside,66
232,0,4,0,14.0,19.0,21.0,19.20833333333333,2025-08-01,0.10626251,232.0,Manhattan,Two Bridges/Seward Park,67
236,0,4,0,21.0,12.0,25.666666666666668,27.791666666666668,2025-08-01,0.10348613,236.0,Manhattan,Upper East Side North,68
228,0,4,0,20.0,13.0,21.666666666666668,22.45833333333333,2025-08-01,0.103338346,228.0,Brooklyn,Sunset Park West,69
142,0,4,0,15.0,18.0,28.0,26.541666666666668,2025-08-01,0.102904744,142.0,Manhattan,Lincoln Square East,70
216,0,4,0,20.0,13.0,24.0,28.791666666666668,2025-08-01,0.10279918,216.0,Queens,South Ozone Park,71
140,0,4,0,22.0,12.0,23.666666666666668,26.0,2025-08-01,0.100297056,140.0,Manhattan,Lenox Hill East,72
71,0,4,0,22.0,8.0,20.33333333333333,18.666666666666668,2025-08-01,0.09771406,71.0,Brooklyn,East Flatbush/Farragut,73
239,0,4,0,11.0,19.0,26.666666666666668,23.45833333333333,2025-08-01,0.095378906,239.0,Manhattan,Upper West Side South,74
33,0,4,0,13.0,28.0,16.0,20.375,2025-08-01,0.09462804,33.0,Brooklyn,Brooklyn Heights,75
72,0,4,0,18.0,11.0,21.0,19.5,2025-08-01,0.09414747,72.0,Brooklyn,East Flatbush/Remsen Village,76
254,0,4,0,21.0,8.0,22.33333333333333,20.666666666666668,2025-08-01,0.0937403,254.0,Bronx,Williamsbridge/Olinville,77
213,0,4,0,19.0,12.0,22.33333333333333,22.58333333333333,2025-08-01,0.09327852,213.0,Bronx,Soundview/Castle Hill,78
233,0,4,0,15.0,13.0,22.666666666666668,22.125,2025-08-01,0.0932072,233.0,Manhattan,UN/Turtle Bay South,79
189,0,4,0,20.0,9.0,24.0,15.708333333333334,2025-08-01,0.092351615,189.0,Brooklyn,Prospect Heights,80
261,0,4,0,21.0,13.0,20.666666666666668,17.375,2025-08-01,0.09148257,261.0,Manhattan,World Trade Center,81
141,0,4,0,18.0,12.0,24.33333333333333,24.58333333333333,2025-08-01,0.091461115,141.0,Manhattan,Lenox Hill West,82
65,0,4,0,18.0,13.0,20.33333333333333,20.33333333333333,2025-08-01,0.08987015,65.0,Brooklyn,Downtown Brooklyn/MetroTech,83
78,0,4,0,14.0,14.0,18.666666666666668,18.70833333333333,2025-08-01,0.08975535,78.0,Bronx,East Tremont,84
263,0,4,0,22.0,10.0,24.0,21.125,2025-08-01,0.0887832,263.0,Manhattan,Yorkville West,85
177,0,4,0,15.0,15.0,18.0,18.875,2025-08-01,0.08762112,177.0,Brooklyn,Ocean Hill,86
174,0,4,0,18.0,12.0,18.666666666666668,18.166666666666668,2025-08-01,0.08684344,174.0,Bronx,Norwood,87
91,0,4,0,14.0,12.0,18.666666666666668,22.541666666666668,2025-08-01,0.086073704,91.0,Brooklyn,Flatlands,88
169,0,4,0,15.0,17.0,16.0,19.541666666666668,2025-08-01,0.08466861,169.0,Bronx,Mount Hope,89
159,0,4,0,16.0,12.0,17.666666666666668,22.166666666666668,2025-08-01,0.08328356,159.0,Bronx,Melrose South,90
66,0,4,0,14.0,14.0,21.0,17.958333333333332,2025-08-01,0.08293837,66.0,Brooklyn,DUMBO/Vinegar Hill,91
14,0,4,0,17.0,8.0,22.33333333333333,24.916666666666668,2025-08-01,0.0822246,14.0,Brooklyn,Bay Ridge,92
50,0,4,0,16.0,12.0,18.33333333333333,19.75,2025-08-01,0.081494264,50.0,Manhattan,Clinton West,93
116,0,4,0,16.0,10.0,19.33333333333333,20.875,2025-08-01,0.08146936,116.0,Manhattan,Hamilton Heights,94
18,0,4,0,15.0,12.0,17.666666666666668,20.75,2025-08-01,0.08136828,18.0,Bronx,Bedford Park,95
49,0,4,0,13.0,11.0,31.33333333333333,24.5,2025-08-01,0.0783972,49.0,Brooklyn,Clinton Hill,96
223,0,4,0,14.0,8.0,17.0,19.541666666666668,2025-08-01,0.075593136,223.0,Queens,Steinway,97
242,0,4,0,14.0,8.0,10.0,18.83333333333333,2025-08-01,0.07503225,242.0,Bronx,Van Nest/Morris Park,98
259,0,4,0,15.0,8.0,15.333333333333334,15.416666666666666,2025-08-01,0.074008934,259.0,Bronx,Woodlawn/Wakefield,99
127,0,4,0,18.0,10.0,12.666666666666666,13.833333333333334,2025-08-01,0.073647425,127.0,Manhattan,Inwood,100
243,0,4,0,11.0,9.0,15.0,20.791666666666668,2025-08-01,0.07325997,243.0,Manhattan,Washington Heights North,101
238,0,4,0,12.0,7.0,15.666666666666666,18.416666666666668,2025-08-01,0.072182305,238.0,Manhattan,Upper West Side North,102
43,0,4,0,18.0,7.0,20.666666666666668,9.791666666666666,2025-08-01,0.07209511,43.0,Manhattan,Central Park,103
235,0,4,0,12.0,6.0,15.0,15.916666666666666,2025-08-01,0.07090857,235.0,Bronx,University Heights/Morris Heights,104
85,0,4,0,16.0,8.0,14.0,14.041666666666666,2025-08-01,0.07010982,85.0,Brooklyn,Erasmus,105
26,0,4,0,17.0,6.0,14.333333333333334,23.291666666666668,2025-08-01,0.06861603,26.0,Brooklyn,Borough Park,106
205,0,4,0,11.0,10.0,18.666666666666668,18.5,2025-08-01,0.068347484,205.0,Queens,Saint Albans,107
241,0,4,0,13.0,3.0,15.666666666666666,15.75,2025-08-01,0.06675505,241.0,Bronx,Van Cortlandt Village,108
77,0,4,0,16.0,6.0,11.666666666666666,13.166666666666666,2025-08-01,0.06432511,77.0,Brooklyn,East New York/Pennsylvania Avenue,109
125,0,4,0,11.0,12.0,15.0,16.25,2025-08-01,0.06425169,125.0,Manhattan,Hudson Sq,110
197,0,4,0,14.0,5.0,10.0,20.416666666666668,2025-08-01,0.063843526,197.0,Queens,Richmond Hill,111
208,0,4,0,14.0,8.0,13.333333333333334,13.208333333333334,2025-08-01,0.06369311,208.0,Bronx,Schuylerville/Edgewater Park,112
63,0,4,0,14.0,6.0,14.666666666666666,14.208333333333334,2025-08-01,0.06278092,63.0,Brooklyn,Cypress Hills,113
136,0,4,0,15.0,6.0,12.0,12.958333333333334,2025-08-01,0.062275544,136.0,Bronx,Kingsbridge Heights,114
45,0,4,0,13.0,10.0,18.666666666666668,10.041666666666666,2025-08-01,0.061408654,45.0,Manhattan,Chinatown,115
179,0,4,0,15.0,5.0,12.333333333333334,14.291666666666666,2025-08-01,0.060016807,179.0,Queens,Old Astoria,116
220,0,4,0,12.0,11.0,10.333333333333334,16.166666666666668,2025-08-01,0.05961105,220.0,Bronx,Spuyten Duyvil/Kingsbridge,117
88,0,4,0,13.0,11.0,14.666666666666666,11.375,2025-08-01,0.05918099,88.0,Manhattan,Financial District South,118
146,0,4,0,14.0,10.0,14.333333333333334,11.041666666666666,2025-08-01,0.058672875,146.0,Queens,Long Island City/Queens Plaza,119
166,0,4,0,6.0,17.0,14.666666666666666,16.708333333333332,2025-08-01,0.05821081,166.0,Manhattan,Morningside Heights,120
209,0,4,0,13.0,10.0,14.666666666666666,8.916666666666666,2025-08-01,0.055893622,209.0,Manhattan,Seaport,121
167,0,4,0,10.0,9.0,15.0,17.375,2025-08-01,0.05531683,167.0,Bronx,Morrisania/Melrose,122
126,0,4,0,11.0,8.0,12.333333333333334,14.5,2025-08-01,0.055305976,126.0,Bronx,Hunts Point,123
173,0,4,0,14.0,4.0,13.666666666666666,9.708333333333334,2025-08-01,0.0549246,173.0,Queens,North Corona,124
81,0,4,0,12.0,8.0,10.666666666666666,13.041666666666666,2025-08-01,0.054628156,81.0,Bronx,Eastchester,125
47,0,4,0,11.0,8.0,13.0,15.166666666666666,2025-08-01,0.053306326,47.0,Bronx,Claremont/Bathgate,126
106,0,4,0,10.0,6.0,16.333333333333332,9.75,2025-08-01,0.05208403,106.0,Brooklyn,Gowanus,127
86,0,4,0,12.0,6.0,12.333333333333334,11.791666666666666,2025-08-01,0.051594254,86.0,Queens,Far Rockaway,128
212,0,4,0,12.0,9.0,11.0,11.083333333333334,2025-08-01,0.051587906,212.0,Bronx,Soundview/Bruckner,129
4,0,4,0,11.0,5.0,14.0,10.041666666666666,2025-08-01,0.051553566,4.0,Manhattan,Alphabet City,130
143,0,4,0,10.0,4.0,13.666666666666666,19.541666666666668,2025-08-01,0.049792554,143.0,Manhattan,Lincoln Square West,131
60,0,4,0,13.0,9.0,11.333333333333334,10.958333333333334,2025-08-01,0.049546625,60.0,Bronx,Crotona Park East,132
224,0,4,0,8.0,6.0,11.666666666666666,8.583333333333334,2025-08-01,0.048831515,224.0,Manhattan,Stuy Town/Peter Cooper Village,133
119,0,4,0,9.0,5.0,13.333333333333334,12.791666666666666,2025-08-01,0.04834936,119.0,Bronx,Highbridge,134
191,0,4,0,11.0,5.0,11.666666666666666,15.25,2025-08-01,0.048176076,191.0,Queens,Queens Village,135
51,0,4,0,10.0,6.0,14.666666666666666,15.875,2025-08-01,0.047936603,51.0,Bronx,Co-Op City,136
210,0,4,0,9.0,3.0,14.333333333333334,15.791666666666666,2025-08-01,0.046577286,210.0,Brooklyn,Sheepshead Bay,137
102,0,4,0,12.0,6.0,9.0,11.583333333333334,2025-08-01,0.046066154,102.0,Queens,Glendale,138
215,0,4,0,12.0,3.0,12.0,13.666666666666666,2025-08-01,0.04587279,215.0,Queens,South Jamaica,139
121,0,4,0,9.0,7.0,9.666666666666666,11.0,2025-08-01,0.043907855,121.0,Queens,Hillcrest/Pomonok,140
10,0,4,0,10.0,3.0,13.0,13.666666666666666,2025-08-01,0.043375716,10.0,Queens,Baisley Park,141
195,0,4,0,6.0,8.0,14.333333333333334,8.25,2025-08-01,0.043139726,195.0,Brooklyn,Red Hook,142
40,0,4,0,10.0,5.0,12.0,10.958333333333334,2025-08-01,0.0420382,40.0,Brooklyn,Carroll Gardens,143
56,0,4,0,8.0,5.0,11.666666666666666,12.833333333333334,2025-08-01,0.041959774,56.0,Queens,Corona,144
182,0,4,0,9.0,4.0,9.666666666666666,11.75,2025-08-01,0.041587923,182.0,Bronx,Parkchester,145
248,0,4,0,7.0,10.0,8.666666666666666,11.958333333333334,2025-08-01,0.04156559,248.0,Bronx,West Farms/Bronx River,146
22,0,4,0,9.0,3.0,10.0,16.041666666666668,2025-08-01,0.041205216,22.0,Brooklyn,Bensonhurst West,147
196,0,4,0,8.0,4.0,9.333333333333334,12.291666666666666,2025-08-01,0.040594302,196.0,Queens,Rego Park,148
165,0,4,0,8.0,6.0,9.333333333333334,14.083333333333334,2025-08-01,0.040446494,165.0,Brooklyn,Midwood,149
20,0,4,0,6.0,9.0,9.666666666666666,11.625,2025-08-01,0.039659534,20.0,Bronx,Belmont,150
218,0,4,0,8.0,7.0,8.333333333333334,9.666666666666666,2025-08-01,0.039453108,218.0,Queens,Springfield Gardens North,151
180,0,4,0,12.0,3.0,9.666666666666666,7.416666666666667,2025-08-01,0.039160702,180.0,Queens,Ozone Park,152
185,0,4,0,9.0,5.0,8.666666666666666,14.166666666666666,2025-08-01,0.03802005,185.0,Bronx,Pelham Parkway,153
152,0,4,0,8.0,5.0,9.333333333333334,8.208333333333334,2025-08-01,0.036921985,152.0,Manhattan,Manhattanville,154
151,0,4,0,11.0,2.0,9.666666666666666,12.041666666666666,2025-08-01,0.03632865,151.0,Manhattan,Manhattan Valley,155
3,0,4,0,10.0,3.0,9.0,9.541666666666666,2025-08-01,0.036202654,3.0,Bronx,Allerton/Pelham Gardens,156
123,0,4,0,6.0,4.0,9.666666666666666,12.416666666666666,2025-08-01,0.036129475,123.0,Brooklyn,Homecrest,157
227,0,4,0,5.0,10.0,7.0,11.666666666666666,2025-08-01,0.03578799,227.0,Brooklyn,Sunset Park East,158
28,0,4,0,8.0,6.0,8.333333333333334,11.833333333333334,2025-08-01,0.03565949,28.0,Queens,Briarwood/Jamaica Hills,159
250,0,4,0,6.0,5.0,8.333333333333334,11.208333333333334,2025-08-01,0.03562453,250.0,Bronx,Westchester Village/Unionport,160
94,0,4,0,8.0,8.0,7.0,8.666666666666666,2025-08-01,0.03543141,94.0,Bronx,Fordham South,161
55,0,4,0,5.0,12.0,7.333333333333333,13.291666666666666,2025-08-01,0.034915153,55.0,Brooklyn,Coney Island,162
157,0,4,0,11.0,3.0,8.333333333333334,10.708333333333334,2025-08-01,0.03456478,157.0,Queens,Maspeth,163
139,0,4,0,10.0,3.0,7.666666666666667,9.916666666666666,2025-08-01,0.03319782,139.0,Queens,Laurelton,164
70,0,4,0,6.0,5.0,7.333333333333333,10.375,2025-08-01,0.03317211,70.0,Queens,East Elmhurst,165
203,0,4,0,6.0,5.0,7.333333333333333,9.583333333333334,2025-08-01,0.03283182,203.0,Queens,Rosedale,166
32,0,4,0,10.0,3.0,8.333333333333334,10.75,2025-08-01,0.03269064,32.0,Bronx,Bronxdale,167
155,0,4,0,7.0,3.0,7.666666666666667,13.208333333333334,2025-08-01,0.03226028,155.0,Brooklyn,Marine Park/Mill Basin,168
83,0,4,0,4.0,5.0,7.666666666666667,10.333333333333334,2025-08-01,0.03186881,83.0,Queens,Elmhurst/Maspeth,169
21,0,4,0,5.0,5.0,7.333333333333333,10.875,2025-08-01,0.0318225,21.0,Brooklyn,Bensonhurst East,170
258,0,4,0,5.0,5.0,8.333333333333334,13.666666666666666,2025-08-01,0.03168981,258.0,Queens,Woodhaven,171
262,0,4,0,6.0,5.0,7.0,13.083333333333334,2025-08-01,0.030885926,262.0,Manhattan,Yorkville East,172
149,0,4,0,2.0,7.0,8.666666666666666,10.583333333333334,2025-08-01,0.028878396,149.0,Brooklyn,Madison,173
219,0,4,0,3.0,8.0,6.0,9.041666666666666,2025-08-01,0.028835127,219.0,Queens,Springfield Gardens South,174
122,0,4,0,7.0,4.0,6.666666666666667,5.958333333333333,2025-08-01,0.028782919,122.0,Queens,Hollis,175
29,0,4,0,5.0,7.0,6.333333333333333,9.666666666666666,2025-08-01,0.028514616,29.0,Brooklyn,Brighton Beach,176
171,0,4,0,7.0,2.0,7.666666666666667,9.166666666666666,2025-08-01,0.028441919,171.0,Queens,Murray Hill-Queens,177
24,0,4,0,7.0,4.0,7.0,5.958333333333333,2025-08-01,0.028305162,24.0,Manhattan,Bloomingdale,178
16,0,4,0,6.0,7.0,5.666666666666667,9.291666666666666,2025-08-01,0.02805583,16.0,Queens,Bayside,179
117,0,4,0,6.0,6.0,6.0,8.583333333333334,2025-08-01,0.027832096,117.0,Queens,Hammels/Arverne,180
160,0,4,0,2.0,5.0,7.666666666666667,10.25,2025-08-01,0.02754164,160.0,Queens,Middle Village,181
52,0,4,0,7.0,4.0,8.666666666666666,6.916666666666667,2025-08-01,0.027422382,52.0,Brooklyn,Cobble Hill,182
221,0,4,0,4.0,8.0,6.333333333333333,7.5,2025-08-01,0.026955284,221.0,Staten Island,Stapleton,183
147,0,4,0,5.0,5.0,5.333333333333333,9.041666666666666,2025-08-01,0.026575578,147.0,Bronx,Longwood,184
156,0,4,0,8.0,7.0,4.333333333333333,6.833333333333333,2025-08-01,0.025648052,156.0,Staten Island,Mariners Harbor,185
134,0,4,0,4.0,2.0,6.666666666666667,12.083333333333334,2025-08-01,0.025349692,134.0,Queens,Kew Gardens,186
108,0,4,0,7.0,3.0,5.333333333333333,6.833333333333333,2025-08-01,0.024941571,108.0,Brooklyn,Gravesend,187
183,0,4,0,6.0,5.0,5.333333333333333,6.583333333333333,2025-08-01,0.024627725,183.0,Bronx,Pelham Bay,188
222,0,4,0,3.0,5.0,3.0,5.791666666666667,2025-08-01,0.024615772,222.0,Brooklyn,Starrett City,189
201,0,4,0,10.0,1.0,5.666666666666667,3.458333333333333,2025-08-01,0.024505306,201.0,Queens,Rockaway Park,190
206,0,4,0,4.0,2.0,5.333333333333333,10.166666666666666,2025-08-01,0.024474295,206.0,Staten Island,Saint George/New Brighton,191
192,0,4,0,5.0,5.0,6.0,6.625,2025-08-01,0.02399581,192.0,Queens,Queensboro Hill,192
124,0,4,0,5.0,3.0,6.0,6.708333333333333,2025-08-01,0.0225797,124.0,Queens,Howard Beach,193
67,0,4,0,5.0,2.0,4.666666666666667,7.416666666666667,2025-08-01,0.021885648,67.0,Brooklyn,Dyker Heights,194
131,0,4,0,4.0,4.0,4.333333333333333,7.916666666666667,2025-08-01,0.02181028,131.0,Queens,Jamaica Estates,195
23,0,4,0,4.0,3.0,5.333333333333333,6.625,2025-08-01,0.021217462,23.0,Staten Island,Bloomfield/Emerson Hill,196
257,0,4,0,4.0,7.0,4.666666666666667,6.833333333333333,2025-08-01,0.021101462,257.0,Brooklyn,Windsor Terrace,197
73,0,4,0,3.0,5.0,4.0,5.916666666666667,2025-08-01,0.020747308,73.0,Queens,East Flushing,198
53,0,4,0,5.0,2.0,4.666666666666667,6.791666666666667,2025-08-01,0.020469833,53.0,Queens,College Point,199
6,0,4,0,6.0,1.0,3.0,3.458333333333333,2025-08-01,0.02021411,6.0,Staten Island,Arrochar/Fort Wadsworth,200
214,0,4,0,5.0,6.0,5.0,5.0,2025-08-01,0.02010419,214.0,Staten Island,South Beach/Dongan Hills,201
9,0,4,0,5.0,5.0,4.0,4.541666666666667,2025-08-01,0.020015124,9.0,Queens,Auburndale,202
193,0,4,0,4.0,4.0,4.0,7.041666666666667,2025-08-01,0.019920958,193.0,Queens,Queensbridge/Ravenswood,203
200,0,4,0,2.0,7.0,2.0,8.75,2025-08-01,0.0193627,200.0,Bronx,Riverdale/North Riverdale/Fieldston,204
217,0,4,0,2.0,4.0,3.0,5.583333333333333,2025-08-01,0.019213365,217.0,Brooklyn,South Williamsburg,205
135,0,4,0,3.0,3.0,3.333333333333333,8.083333333333334,2025-08-01,0.018874539,135.0,Queens,Kew Gardens Hills,206
175,0,4,0,4.0,7.0,3.6666666666666665,4.75,2025-08-01,0.018507805,175.0,Queens,Oakland Gardens,207
245,0,4,0,4.0,2.0,2.6666666666666665,3.6666666666666665,2025-08-01,0.01824673,245.0,Staten Island,West Brighton,208
11,0,4,0,4.0,1.0,3.333333333333333,5.208333333333333,2025-08-01,0.017300215,11.0,Brooklyn,Bath Beach,209
202,0,4,0,3.0,5.0,4.0,3.458333333333333,2025-08-01,0.017256308,202.0,Manhattan,Roosevelt Island,210
118,0,4,0,4.0,2.0,3.333333333333333,5.0,2025-08-01,0.017249752,118.0,Staten Island,Heartland Village/Todt Hill,211
38,0,4,0,1.0,1.0,3.6666666666666665,5.583333333333333,2025-08-01,0.017179003,38.0,Queens,Cambria Heights,212
153,0,4,0,4.0,3.0,3.6666666666666665,4.333333333333333,2025-08-01,0.017173704,153.0,Manhattan,Marble Hill,213
98,0,4,0,2.0,3.0,4.333333333333333,4.333333333333333,2025-08-01,0.016846353,98.0,Queens,Fresh Meadows,214
252,0,4,0,3.0,1.0,4.666666666666667,6.0,2025-08-01,0.016747534,252.0,Queens,Whitestone,215
133,0,4,0,1.0,1.0,2.333333333333333,7.833333333333333,2025-08-01,0.016481018,133.0,Brooklyn,Kensington,216
64,0,4,0,2.0,3.0,3.0,3.75,2025-08-01,0.01628678,64.0,Queens,Douglaston,217
178,0,4,0,2.0,4.0,3.0,4.333333333333333,2025-08-01,0.015990533,178.0,Brooklyn,Ocean Parkway South,218
251,0,4,0,2.0,3.0,2.333333333333333,3.583333333333333,2025-08-01,0.015707463,251.0,Staten Island,Westerleigh,219
172,0,4,0,3.0,8.0,2.333333333333333,3.458333333333333,2025-08-01,0.015409472,172.0,Staten Island,New Dorp/Midland Beach,220
